order_id,customer_id,product_id,order_date,quantity,price,discount,revenue,status
O001336,C0484,P002,2026-08-06,2,3999,0,7998.0,Completed
O001337,C0245,P013,2026-06-23,2,3499,100,6898.0,Completed
O001338,C0101,P001,2026-05-17,3,2499,50,7447.0,Completed
O001339,C0351,P003,2026-07-23,3,2999,150,8847.0,Completed
O001340,C0050,P006,2026-07-26,3,2799,500,7897.0,Completed
O001341,C0492,P007,2026-05-05,2,1799,150,3448.0,Completed
O001342,C0444,P015,2026-04-17,3,1199,300,3297.0,Completed
O001343,C0392,P010,2026-05-13,3,1599,50,4747.0,Returned
O001344,C0236,P007,2026-08-21,4,1799,300,6896.0,Completed
O001345,C0426,P006,2026-07-09,1,2799,300,2499.0,Completed
O001346,C0162,P006,2026-05-03,1,2799,500,2299.0,Completed
O001347,C0494,P009,2026-06-05,3,1499,300,4197.0,Completed
O001348,C0461,P011,2026-03-29,3,1299,300,3597.0,Completed
O001349,C0420,P006,2026-06-21,4,2799,50,11146.0,Completed
O001350,C0101,P011,2026-04-28,3,1299,200,3697.0,Completed
O001351,C0065,P001,2026-06-14,3,2499,0,7497.0,Completed
O001352,C0277,P013,2026-08-12,3,3499,100,10397.0,Completed
O001353,C0127,P010,2026-04-17,2,1599,100,3098.0,Completed
O001354,C0363,P010,2026-09-12,1,1599,300,1299.0,Completed
O001355,C0147,P014,2026-05-11,3,5999,100,17897.0,Completed
O001356,C0239,P008,2026-07-07,1,2299,150,2149.0,Completed
O001357,C0222,P003,2026-05-21,3,2999,300,8697.0,Completed
O001358,C0127,P001,2026-06-02,1,2499,500,1999.0,Completed
O001359,C0500,P007,2026-06-16,1,1799,0,1799.0,Completed
O001360,C0039,P008,2026-06-07,1,2299,300,1999.0,Completed
O001361,C0387,P006,2026-08-11,4,2799,0,11196.0,Completed
O001362,C0239,P010,2026-06-06,1,1599,300,1299.0,Completed
O001363,C0223,P008,2026-08-27,1,2299,200,2099.0,Completed
O001364,C0105,P001,2026-04-17,1,2499,50,2449.0,Cancelled
O001365,C0452,P012,2026-05-04,4,899,100,3496.0,Completed
O001366,C0371,P015,2026-09-14,3,1199,0,3597.0,Completed
O001367,C0117,P015,2026-04-03,1,1199,0,1199.0,Returned
O001368,C0041,P005,2026-05-30,3,999,300,2697.0,Completed
O001369,C0483,P003,2026-04-23,4,2999,0,11996.0,Completed
O001370,C0072,P013,2026-09-09,4,3499,500,13496.0,Completed
O001371,C0252,P004,2026-06-01,4,5499,500,21496.0,Completed
O001372,C0376,P008,2026-05-28,2,2299,0,4598.0,Completed
O001373,C0359,P002,2026-09-06,3,3999,100,11897.0,Completed
O001374,C0448,P004,2026-07-26,1,5499,0,5499.0,Completed
O001375,C0006,P011,2026-06-28,2,1299,500,2098.0,Completed
O001376,C0057,P006,2026-06-09,2,2799,200,5398.0,Completed
O001377,C0328,P003,2026-05-17,1,2999,50,2949.0,Completed
O001378,C0183,P008,2026-05-09,2,2299,300,4298.0,Completed
O001379,C0206,P003,2026-04-28,3,2999,0,8997.0,Completed
O001380,C0058,P012,2026-03-26,1,899,100,799.0,Completed
O001381,C0083,P005,2026-09-07,1,999,500,499.0,Completed
O001382,C0162,P005,2026-06-20,1,999,0,999.0,Completed
O001383,C0073,P007,2026-04-04,4,1799,200,6996.0,Completed
O001384,C0175,P002,2026-07-08,1,3999,300,3699.0,Completed
O001385,C0083,P007,2026-08-04,2,1799,150,3448.0,Completed
O001386,C0247,P007,2026-09-03,1,1799,0,1799.0,Completed
O001387,C0059,P004,2026-03-31,1,5499,0,5499.0,Completed
O001388,C0111,P002,2026-05-18,1,3999,150,3849.0,Completed
O001389,C0352,P012,2026-06-30,4,899,300,3296.0,Completed
O001390,C0377,P014,2026-05-13,3,5999,500,17497.0,Completed
O001391,C0093,P006,2026-03-22,3,2799,150,8247.0,Completed
O001392,C0244,P015,2026-09-14,4,1199,150,4646.0,Completed
O001393,C0146,P011,2026-05-08,1,1299,50,1249.0,Completed
O001394,C0223,P003,2026-07-09,1,2999,500,2499.0,Completed
O001395,C0081,P005,2026-09-11,1,999,50,949.0,Completed
O001396,C0003,P010,2026-08-18,3,1599,500,4297.0,Completed
O001397,C0458,P004,2026-04-02,4,5499,0,21996.0,Completed
O001398,C0277,P011,2026-08-03,3,1299,100,3797.0,Completed
O001399,C0387,P003,2026-06-07,1,2999,0,2999.0,Completed
O001400,C0152,P008,2026-08-08,4,2299,200,8996.0,Completed
O001401,C0236,P005,2026-03-25,3,999,500,2497.0,Completed
O001402,C0139,P012,2026-04-19,3,899,500,2197.0,Completed
O001403,C0247,P012,2026-07-05,1,899,50,849.0,Completed
O001404,C0330,P003,2026-03-29,3,2999,500,8497.0,Completed
O001405,C0380,P012,2026-05-13,4,899,200,3396.0,Completed
O001406,C0087,P015,2026-05-31,4,1199,0,4796.0,Completed
O001407,C0343,P009,2026-05-28,4,1499,50,5946.0,Completed
O001408,C0160,P015,2026-08-19,3,1199,300,3297.0,Completed
O001409,C0125,P005,2026-08-17,2,999,0,1998.0,Completed
O001410,C0157,P014,2026-07-16,1,5999,300,5699.0,Completed
O001411,C0407,P013,2026-04-19,3,3499,150,10347.0,Returned
O001412,C0242,P015,2026-09-12,2,1199,500,1898.0,Completed
O001413,C0499,P005,2026-07-24,2,999,150,1848.0,Completed
O001414,C0413,P005,2026-04-01,1,999,500,499.0,Completed
O001415,C0433,P010,2026-07-25,1,1599,0,1599.0,Completed
O001416,C0210,P006,2026-05-25,1,2799,0,2799.0,Completed
O001417,C0461,P005,2026-05-30,2,999,0,1998.0,Completed
O001418,C0377,P004,2026-06-04,4,5499,0,21996.0,Completed
O001419,C0234,P015,2026-09-11,3,1199,100,3497.0,Completed
O001420,C0206,P007,2026-06-07,1,1799,150,1649.0,Completed
O001421,C0080,P010,2026-08-17,4,1599,200,6196.0,Completed
O001422,C0392,P004,2026-07-06,3,5499,50,16447.0,Completed
O001423,C0139,P005,2026-08-14,1,999,150,849.0,Completed
O001424,C0225,P009,2026-07-11,2,1499,300,2698.0,Completed
O001425,C0252,P008,2026-07-19,3,2299,200,6697.0,Completed
O001426,C0228,P007,2026-03-29,4,1799,500,6696.0,Completed
O001427,C0018,P013,2026-04-26,4,3499,0,13996.0,Completed
O001428,C0140,P013,2026-04-23,2,3499,200,6798.0,Completed
O001429,C0474,P010,2026-06-30,3,1599,0,4797.0,Completed
O001430,C0337,P001,2026-04-04,4,2499,500,9496.0,Completed
O001431,C0122,P014,2026-08-21,1,5999,200,5799.0,Completed
O001432,C0132,P010,2026-04-06,4,1599,200,6196.0,Completed
O001433,C0290,P011,2026-08-01,1,1299,100,1199.0,Completed
O001434,C0380,P008,2026-09-10,2,2299,100,4498.0,Completed
O001435,C0076,P005,2026-07-24,3,999,0,2997.0,Completed
O001436,C0091,P002,2026-04-30,1,3999,0,3999.0,Completed
O001437,C0065,P009,2026-05-13,1,1499,100,1399.0,Completed
O001438,C0017,P014,2026-04-05,4,5999,300,23696.0,Completed
O001439,C0139,P007,2026-05-21,4,1799,50,7146.0,Completed
O001440,C0263,P005,2026-07-10,4,999,0,3996.0,Completed
O001441,C0014,P003,2026-05-04,2,2999,100,5898.0,Completed
O001442,C0352,P009,2026-07-22,2,1499,500,2498.0,Completed
O001443,C0334,P002,2026-09-08,4,3999,200,15796.0,Completed
O001444,C0184,P012,2026-07-06,1,899,500,399.0,Completed
O001445,C0072,P001,2026-04-21,3,2499,500,6997.0,Completed
O001446,C0005,P010,2026-09-03,3,1599,0,4797.0,Completed
O001447,C0329,P010,2026-06-20,4,1599,0,6396.0,Returned
O001448,C0231,P015,2026-03-24,4,1199,150,4646.0,Cancelled
O001449,C0166,P009,2026-09-18,2,1499,200,2798.0,Completed
O001450,C0245,P002,2026-06-20,2,3999,50,7948.0,Completed
O001451,C0273,P006,2026-06-01,4,2799,50,11146.0,Completed
O001452,C0329,P005,2026-09-03,4,999,0,3996.0,Completed
O001453,C0498,P008,2026-04-24,2,2299,150,4448.0,Completed
O001454,C0292,P010,2026-04-08,3,1599,300,4497.0,Completed
O001455,C0446,P012,2026-04-15,2,899,100,1698.0,Completed
O001456,C0242,P015,2026-05-20,4,1199,200,4596.0,Cancelled
O001457,C0420,P015,2026-05-05,2,1199,0,2398.0,Completed
O001458,C0181,P013,2026-04-06,4,3499,0,13996.0,Completed
O001459,C0062,P001,2026-06-25,1,2499,500,1999.0,Completed
O001460,C0439,P001,2026-04-18,2,2499,200,4798.0,Completed
O001461,C0178,P003,2026-05-25,2,2999,100,5898.0,Completed
O001462,C0343,P005,2026-05-02,2,999,100,1898.0,Completed
O001463,C0253,P013,2026-08-18,2,3499,0,6998.0,Completed
O001464,C0495,P011,2026-03-30,1,1299,100,1199.0,Completed
O001465,C0468,P001,2026-08-14,3,2499,300,7197.0,Completed
O001466,C0041,P006,2026-05-09,2,2799,500,5098.0,Completed
O001467,C0277,P014,2026-06-21,4,5999,200,23796.0,Completed
O001468,C0270,P014,2026-07-12,2,5999,0,11998.0,Completed
O001469,C0177,P014,2026-04-23,1,5999,0,5999.0,Completed
O001470,C0136,P002,2026-05-20,1,3999,500,3499.0,Completed
O001471,C0260,P006,2026-06-04,1,2799,100,2699.0,Completed
O001472,C0116,P007,2026-05-01,3,1799,0,5397.0,Returned
O001473,C0041,P009,2026-07-02,2,1499,150,2848.0,Completed
O001474,C0262,P012,2026-05-28,1,899,500,399.0,Completed
O001475,C0022,P006,2026-05-12,4,2799,150,11046.0,Completed
O001476,C0391,P001,2026-08-09,2,2499,100,4898.0,Completed
O001477,C0150,P015,2026-07-26,1,1199,100,1099.0,Completed
O001478,C0493,P010,2026-04-09,1,1599,200,1399.0,Returned
O001479,C0295,P012,2026-04-24,1,899,500,399.0,Completed
O001480,C0026,P002,2026-07-29,1,3999,500,3499.0,Completed
O001481,C0161,P007,2026-05-19,4,1799,150,7046.0,Completed
O001482,C0029,P001,2026-09-12,2,2499,300,4698.0,Completed
O001483,C0011,P009,2026-06-29,4,1499,0,5996.0,Completed
O001484,C0352,P003,2026-08-09,4,2999,300,11696.0,Completed
O001485,C0212,P002,2026-05-10,3,3999,200,11797.0,Completed
O001486,C0480,P001,2026-04-14,2,2499,100,4898.0,Completed
O001487,C0106,P007,2026-05-24,1,1799,0,1799.0,Completed
O001488,C0041,P001,2026-05-07,2,2499,500,4498.0,Completed
O001489,C0145,P006,2026-04-24,2,2799,150,5448.0,Completed
O001490,C0234,P011,2026-04-10,1,1299,0,1299.0,Completed
O001491,C0262,P004,2026-05-17,4,5499,200,21796.0,Completed
O001492,C0140,P006,2026-08-03,3,2799,100,8297.0,Completed
O001493,C0148,P012,2026-06-18,1,899,0,899.0,Completed
O001494,C0356,P010,2026-04-11,4,1599,150,6246.0,Completed
O001495,C0069,P014,2026-08-10,2,5999,150,11848.0,Completed
O001496,C0175,P012,2026-05-21,2,899,0,1798.0,Completed
O001497,C0326,P013,2026-03-27,4,3499,0,13996.0,Completed
O001498,C0023,P005,2026-06-06,3,999,300,2697.0,Completed
O001499,C0047,P001,2026-07-26,3,2499,300,7197.0,Completed
O001500,C0181,P007,2026-05-18,4,1799,0,7196.0,Completed
O001501,C0082,P011,2026-09-07,4,1299,0,5196.0,Completed
O001502,C0260,P013,2026-08-24,3,3499,0,10497.0,Completed
O001503,C0153,P015,2026-03-29,3,1199,100,3497.0,Completed
O001504,C0435,P010,2026-04-05,4,1599,300,6096.0,Completed
O001505,C0268,P007,2026-07-08,3,1799,500,4897.0,Completed
O001506,C0277,P013,2026-06-27,3,3499,50,10447.0,Completed
O001507,C0483,P004,2026-06-01,2,5499,0,10998.0,Completed
O001508,C0493,P005,2026-08-07,1,999,100,899.0,Completed
O001509,C0278,P007,2026-06-22,1,1799,150,1649.0,Completed
O001510,C0116,P013,2026-06-08,1,3499,0,3499.0,Completed
O001511,C0148,P014,2026-07-13,3,5999,50,17947.0,Completed
O001512,C0212,P001,2026-06-21,4,2499,0,9996.0,Completed
O001513,C0443,P009,2026-04-05,2,1499,300,2698.0,Completed
O001514,C0044,P005,2026-07-12,3,999,0,2997.0,Completed
O001515,C0392,P013,2026-07-26,3,3499,150,10347.0,Completed
O001516,C0318,P003,2026-05-20,2,2999,0,5998.0,Completed
O001517,C0024,P003,2026-04-01,4,2999,200,11796.0,Completed
O001518,C0106,P001,2026-03-26,3,2499,150,7347.0,Completed
O001519,C0450,P014,2026-08-22,3,5999,0,17997.0,Completed
O001520,C0059,P002,2026-07-30,4,3999,0,15996.0,Completed
O001521,C0093,P006,2026-04-09,3,2799,300,8097.0,Completed
O001522,C0460,P005,2026-06-13,2,999,0,1998.0,Completed
O001523,C0167,P006,2026-07-20,4,2799,200,10996.0,Returned
O001524,C0134,P010,2026-06-24,1,1599,50,1549.0,Completed
O001525,C0484,P003,2026-08-24,1,2999,0,2999.0,Completed
O001526,C0145,P009,2026-06-26,3,1499,100,4397.0,Completed
O001527,C0022,P011,2026-09-04,2,1299,300,2298.0,Completed
O001528,C0043,P015,2026-08-06,2,1199,300,2098.0,Completed
O001529,C0444,P015,2026-09-06,1,1199,500,699.0,Completed
O001530,C0214,P006,2026-08-16,3,2799,100,8297.0,Completed
O001531,C0113,P006,2026-05-20,2,2799,200,5398.0,Completed
O001532,C0385,P002,2026-07-04,2,3999,500,7498.0,Completed
O001533,C0162,P009,2026-09-05,1,1499,200,1299.0,Completed
O001534,C0107,P008,2026-08-14,4,2299,100,9096.0,Completed
O001535,C0066,P015,2026-09-10,2,1199,300,2098.0,Completed
O001536,C0069,P010,2026-06-17,3,1599,150,4647.0,Completed
O001537,C0045,P007,2026-08-16,4,1799,50,7146.0,Completed
O001538,C0464,P013,2026-07-16,2,3499,50,6948.0,Completed
O001539,C0065,P007,2026-04-16,3,1799,500,4897.0,Completed
O001540,C0023,P014,2026-09-14,4,5999,0,23996.0,Completed
O001541,C0041,P003,2026-06-20,4,2999,300,11696.0,Completed
O001542,C0352,P009,2026-04-21,2,1499,150,2848.0,Completed
O001543,C0432,P015,2026-04-02,3,1199,0,3597.0,Completed
O001544,C0482,P006,2026-08-30,4,2799,300,10896.0,Completed
O001545,C0437,P007,2026-09-17,3,1799,500,4897.0,Completed
O001546,C0082,P012,2026-03-23,1,899,50,849.0,Completed
O001547,C0175,P011,2026-06-12,4,1299,300,4896.0,Completed
O001548,C0244,P012,2026-05-20,3,899,0,2697.0,Completed
O001549,C0157,P001,2026-06-12,4,2499,150,9846.0,Completed
O001550,C0388,P003,2026-05-14,2,2999,0,5998.0,Completed
O001551,C0126,P010,2026-06-18,3,1599,0,4797.0,Completed
O001552,C0064,P005,2026-07-12,3,999,500,2497.0,Completed
O001553,C0080,P005,2026-05-20,3,999,0,2997.0,Completed
O001554,C0069,P002,2026-03-29,2,3999,50,7948.0,Completed
O001555,C0025,P015,2026-07-25,2,1199,0,2398.0,Completed
O001556,C0017,P006,2026-08-15,2,2799,150,5448.0,Completed
O001557,C0215,P009,2026-06-05,2,1499,500,2498.0,Completed
O001558,C0363,P012,2026-07-10,1,899,500,399.0,Completed
O001559,C0049,P014,2026-09-09,2,5999,150,11848.0,Completed
O001560,C0163,P013,2026-04-10,1,3499,100,3399.0,Completed
O001561,C0244,P006,2026-08-30,3,2799,500,7897.0,Completed
O001562,C0337,P013,2026-03-31,1,3499,200,3299.0,Completed
O001563,C0484,P012,2026-08-11,3,899,100,2597.0,Completed
O001564,C0461,P011,2026-05-23,1,1299,0,1299.0,Completed
O001565,C0177,P014,2026-05-28,2,5999,100,11898.0,Completed
O001566,C0236,P014,2026-06-02,2,5999,500,11498.0,Completed
O001567,C0319,P015,2026-03-22,1,1199,100,1099.0,Completed
O001568,C0237,P009,2026-03-31,2,1499,50,2948.0,Completed
O001569,C0118,P010,2026-09-01,4,1599,100,6296.0,Completed
O001570,C0253,P011,2026-05-20,2,1299,150,2448.0,Completed
O001571,C0335,P008,2026-08-22,4,2299,300,8896.0,Completed
O001572,C0236,P005,2026-04-19,1,999,100,899.0,Returned
O001573,C0472,P013,2026-07-14,3,3499,300,10197.0,Completed
O001574,C0331,P007,2026-07-18,1,1799,50,1749.0,Returned
O001575,C0330,P002,2026-09-18,3,3999,300,11697.0,Completed
O001576,C0464,P008,2026-09-13,4,2299,300,8896.0,Completed
O001577,C0132,P005,2026-04-06,2,999,300,1698.0,Completed
O001578,C0149,P005,2026-06-30,3,999,300,2697.0,Completed
O001579,C0206,P007,2026-05-29,3,1799,0,5397.0,Completed
O001580,C0102,P006,2026-07-14,1,2799,150,2649.0,Completed
O001581,C0279,P015,2026-08-29,2,1199,100,2298.0,Completed
O001582,C0500,P010,2026-08-23,3,1599,50,4747.0,Completed
O001583,C0493,P012,2026-04-14,1,899,300,599.0,Completed
O001584,C0151,P015,2026-09-05,3,1199,0,3597.0,Completed
O001585,C0098,P006,2026-08-06,2,2799,50,5548.0,Completed
O001586,C0366,P004,2026-06-25,3,5499,50,16447.0,Completed
O001587,C0101,P009,2026-03-31,2,1499,0,2998.0,Completed
O001588,C0387,P009,2026-07-24,1,1499,300,1199.0,Completed
O001589,C0127,P005,2026-08-30,1,999,100,899.0,Completed
O001590,C0115,P001,2026-06-26,3,2499,0,7497.0,Completed
O001591,C0067,P014,2026-04-10,3,5999,0,17997.0,Completed
O001592,C0370,P012,2026-03-25,4,899,0,3596.0,Completed
O001593,C0260,P010,2026-08-19,2,1599,0,3198.0,Completed
O001594,C0087,P014,2026-07-08,3,5999,200,17797.0,Completed
O001595,C0015,P005,2026-05-12,3,999,500,2497.0,Completed
O001596,C0328,P010,2026-06-04,4,1599,300,6096.0,Completed
O001597,C0104,P007,2026-06-02,3,1799,500,4897.0,Completed
O001598,C0255,P009,2026-03-26,2,1499,300,2698.0,Cancelled
O001599,C0374,P007,2026-07-15,3,1799,0,5397.0,Completed
O001600,C0017,P007,2026-06-24,2,1799,500,3098.0,Completed
O001601,C0059,P011,2026-04-27,3,1299,200,3697.0,Completed
O001602,C0047,P002,2026-07-25,2,3999,100,7898.0,Completed
O001603,C0047,P003,2026-08-02,4,2999,500,11496.0,Completed
O001604,C0276,P013,2026-07-26,2,3499,0,6998.0,Completed
O001605,C0145,P012,2026-03-31,3,899,50,2647.0,Completed
O001606,C0276,P010,2026-05-29,4,1599,0,6396.0,Completed
O001607,C0387,P009,2026-06-10,4,1499,500,5496.0,Returned
O001608,C0110,P006,2026-07-31,4,2799,500,10696.0,Completed
O001609,C0380,P012,2026-07-08,1,899,0,899.0,Completed
O001610,C0176,P003,2026-08-02,1,2999,50,2949.0,Completed
O001611,C0079,P004,2026-03-31,4,5499,0,21996.0,Completed
O001612,C0241,P003,2026-08-09,4,2999,50,11946.0,Completed
O001613,C0003,P005,2026-06-05,1,999,300,699.0,Completed
O001614,C0462,P011,2026-08-26,3,1299,200,3697.0,Completed
O001615,C0274,P011,2026-06-04,2,1299,50,2548.0,Completed
O001616,C0094,P013,2026-07-20,3,3499,150,10347.0,Completed
O001617,C0488,P006,2026-08-03,2,2799,50,5548.0,Completed
O001618,C0234,P001,2026-05-06,3,2499,300,7197.0,Completed
O001619,C0036,P001,2026-05-12,3,2499,100,7397.0,Completed
O001620,C0257,P008,2026-04-06,3,2299,0,6897.0,Completed
O001621,C0295,P003,2026-08-31,1,2999,200,2799.0,Completed
O001622,C0106,P006,2026-05-31,1,2799,100,2699.0,Completed
O001623,C0477,P014,2026-06-24,4,5999,150,23846.0,Completed
O001624,C0194,P015,2026-04-10,3,1199,100,3497.0,Completed
O001625,C0057,P012,2026-05-06,2,899,150,1648.0,Completed
O001626,C0056,P003,2026-08-16,4,2999,200,11796.0,Completed
O001627,C0295,P010,2026-05-14,3,1599,500,4297.0,Completed
O001628,C0400,P004,2026-08-26,2,5499,0,10998.0,Completed
O001629,C0079,P008,2026-04-10,1,2299,200,2099.0,Completed
O001630,C0027,P003,2026-09-08,4,2999,300,11696.0,Completed
O001631,C0140,P009,2026-08-12,1,1499,100,1399.0,Completed
O001632,C0396,P007,2026-06-09,4,1799,200,6996.0,Completed
O001633,C0147,P009,2026-05-03,1,1499,100,1399.0,Returned
O001634,C0437,P005,2026-08-12,2,999,300,1698.0,Completed
O001635,C0352,P013,2026-08-11,3,3499,0,10497.0,Completed
O001636,C0327,P006,2026-06-23,2,2799,0,5598.0,Completed
O001637,C0395,P011,2026-05-15,3,1299,300,3597.0,Completed
O001638,C0460,P015,2026-06-25,2,1199,300,2098.0,Completed
O001639,C0384,P001,2026-06-22,2,2499,500,4498.0,Completed
O001640,C0002,P010,2026-04-15,3,1599,200,4597.0,Completed
O001641,C0479,P005,2026-03-30,1,999,150,849.0,Completed
O001642,C0324,P008,2026-09-16,4,2299,0,9196.0,Completed
O001643,C0124,P011,2026-07-20,1,1299,0,1299.0,Cancelled
O001644,C0318,P008,2026-07-21,4,2299,50,9146.0,Completed
O001645,C0326,P013,2026-06-24,1,3499,0,3499.0,Completed
O001646,C0470,P012,2026-04-24,2,899,50,1748.0,Completed
O001647,C0437,P014,2026-07-13,1,5999,0,5999.0,Completed
O001648,C0033,P006,2026-05-10,1,2799,150,2649.0,Completed
O001649,C0378,P001,2026-05-04,3,2499,200,7297.0,Completed
O001650,C0290,P012,2026-09-08,3,899,0,2697.0,Completed
O001651,C0438,P011,2026-05-10,1,1299,0,1299.0,Completed
O001652,C0243,P003,2026-05-05,3,2999,0,8997.0,Completed
O001653,C0125,P010,2026-05-05,2,1599,300,2898.0,Completed
O001654,C0440,P014,2026-05-31,1,5999,150,5849.0,Completed
O001655,C0063,P006,2026-08-13,4,2799,0,11196.0,Returned
O001656,C0049,P002,2026-04-13,1,3999,50,3949.0,Completed
O001657,C0295,P011,2026-03-24,1,1299,50,1249.0,Completed
O001658,C0176,P008,2026-06-08,1,2299,100,2199.0,Completed
O001659,C0324,P015,2026-06-09,2,1199,50,2348.0,Completed
O001660,C0357,P005,2026-04-26,2,999,150,1848.0,Completed
O001661,C0198,P004,2026-05-12,2,5499,150,10848.0,Completed
O001662,C0134,P005,2026-04-14,4,999,150,3846.0,Completed
O001663,C0283,P006,2026-08-30,3,2799,500,7897.0,Completed
O001664,C0080,P001,2026-08-06,4,2499,50,9946.0,Completed
O001665,C0355,P007,2026-05-14,3,1799,150,5247.0,Completed
O001666,C0500,P009,2026-07-31,3,1499,0,4497.0,Completed
O001667,C0117,P004,2026-03-30,4,5499,150,21846.0,Completed
O001668,C0247,P011,2026-04-26,2,1299,500,2098.0,Completed
O001669,C0149,P006,2026-06-12,4,2799,0,11196.0,Completed
O001670,C0318,P006,2026-07-07,1,2799,50,2749.0,Completed
O001671,C0153,P011,2026-06-21,1,1299,50,1249.0,Completed
O001672,C0229,P009,2026-07-12,2,1499,0,2998.0,Completed
O001673,C0224,P010,2026-07-21,4,1599,300,6096.0,Completed
O001674,C0117,P012,2026-07-23,3,899,200,2497.0,Completed
O001675,C0139,P001,2026-07-07,2,2499,0,4998.0,Completed
O001676,C0121,P010,2026-05-02,4,1599,0,6396.0,Completed
O001677,C0482,P005,2026-04-24,2,999,50,1948.0,Completed
O001678,C0404,P001,2026-04-27,1,2499,150,2349.0,Completed
O001679,C0224,P007,2026-03-22,2,1799,500,3098.0,Completed
O001680,C0091,P015,2026-06-08,2,1199,150,2248.0,Completed
O001681,C0110,P014,2026-04-14,2,5999,300,11698.0,Completed
O001682,C0075,P011,2026-07-22,3,1299,0,3897.0,Completed
O001683,C0055,P008,2026-07-20,4,2299,100,9096.0,Completed
O001684,C0436,P008,2026-06-29,2,2299,0,4598.0,Completed
O001685,C0390,P015,2026-06-13,2,1199,300,2098.0,Completed
O001686,C0429,P011,2026-08-05,4,1299,300,4896.0,Completed
O001687,C0236,P011,2026-08-24,1,1299,100,1199.0,Completed
O001688,C0109,P006,2026-07-28,3,2799,200,8197.0,Completed
O001689,C0303,P010,2026-09-03,4,1599,0,6396.0,Completed
O001690,C0242,P004,2026-06-07,1,5499,100,5399.0,Completed
O001691,C0156,P007,2026-04-29,2,1799,300,3298.0,Completed
O001692,C0184,P011,2026-05-27,4,1299,0,5196.0,Returned
O001693,C0205,P003,2026-09-12,2,2999,300,5698.0,Completed
O001694,C0057,P008,2026-09-13,1,2299,200,2099.0,Completed
O001695,C0328,P014,2026-05-02,4,5999,0,23996.0,Completed
O001696,C0279,P009,2026-03-24,4,1499,500,5496.0,Completed
O001697,C0495,P011,2026-04-04,4,1299,300,4896.0,Completed
O001698,C0117,P012,2026-07-28,1,899,500,399.0,Completed
O001699,C0234,P012,2026-04-19,3,899,200,2497.0,Completed
O001700,C0206,P009,2026-04-29,4,1499,0,5996.0,Completed
O001701,C0493,P015,2026-07-31,3,1199,100,3497.0,Completed
O001702,C0374,P014,2026-04-03,4,5999,300,23696.0,Completed
O001703,C0025,P002,2026-06-23,4,3999,500,15496.0,Completed
O001704,C0296,P011,2026-07-08,3,1299,150,3747.0,Completed
O001705,C0135,P013,2026-05-06,1,3499,150,3349.0,Completed
O001706,C0199,P001,2026-06-06,4,2499,200,9796.0,Completed
O001707,C0295,P002,2026-08-05,3,3999,0,11997.0,Completed
O001708,C0115,P003,2026-04-23,1,2999,0,2999.0,Completed
O001709,C0318,P008,2026-06-18,4,2299,150,9046.0,Cancelled
O001710,C0350,P010,2026-04-01,2,1599,500,2698.0,Completed
O001711,C0176,P001,2026-06-27,2,2499,0,4998.0,Completed
O001712,C0372,P002,2026-07-08,3,3999,150,11847.0,Completed
O001713,C0082,P012,2026-07-10,3,899,0,2697.0,Returned
O001714,C0407,P004,2026-08-26,3,5499,150,16347.0,Completed
O001715,C0448,P013,2026-06-25,2,3499,0,6998.0,Completed
O001716,C0101,P013,2026-09-14,4,3499,150,13846.0,Completed
O001717,C0125,P009,2026-05-07,1,1499,300,1199.0,Completed
O001718,C0124,P001,2026-03-26,4,2499,100,9896.0,Completed
O001719,C0329,P003,2026-07-18,3,2999,150,8847.0,Completed
O001720,C0319,P006,2026-05-18,1,2799,100,2699.0,Completed
O001721,C0149,P004,2026-08-24,1,5499,150,5349.0,Completed
O001722,C0291,P007,2026-07-21,3,1799,300,5097.0,Completed
O001723,C0006,P006,2026-06-18,3,2799,200,8197.0,Completed
O001724,C0073,P008,2026-08-05,4,2299,100,9096.0,Completed
O001725,C0338,P007,2026-03-30,3,1799,300,5097.0,Completed
O001726,C0279,P002,2026-04-12,4,3999,200,15796.0,Completed
O001727,C0253,P006,2026-06-10,3,2799,150,8247.0,Completed
O001728,C0230,P001,2026-08-28,2,2499,50,4948.0,Completed
O001729,C0210,P007,2026-08-11,1,1799,150,1649.0,Completed
O001730,C0109,P007,2026-08-24,2,1799,300,3298.0,Returned
O001731,C0065,P002,2026-05-15,4,3999,100,15896.0,Cancelled
O001732,C0277,P005,2026-07-02,2,999,50,1948.0,Completed
O001733,C0162,P013,2026-08-22,2,3499,300,6698.0,Completed
O001734,C0395,P006,2026-07-28,1,2799,200,2599.0,Completed
O001735,C0188,P004,2026-07-18,4,5499,500,21496.0,Completed
O001736,C0483,P008,2026-07-02,2,2299,50,4548.0,Completed
O001737,C0254,P014,2026-09-05,3,5999,500,17497.0,Completed
O001738,C0474,P002,2026-07-07,4,3999,300,15696.0,Completed
O001739,C0319,P001,2026-08-25,2,2499,50,4948.0,Completed
O001740,C0044,P010,2026-06-13,4,1599,0,6396.0,Completed
O001741,C0079,P010,2026-06-24,4,1599,0,6396.0,Completed
O001742,C0297,P015,2026-05-02,4,1199,100,4696.0,Completed
O001743,C0370,P014,2026-07-20,2,5999,50,11948.0,Returned
O001744,C0482,P004,2026-06-05,3,5499,50,16447.0,Completed
O001745,C0021,P004,2026-05-23,4,5499,500,21496.0,Completed
O001746,C0215,P004,2026-07-28,2,5499,500,10498.0,Completed
O001747,C0417,P010,2026-05-23,3,1599,50,4747.0,Completed
